antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'chicken'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'chips'}),frozenset({'cola'}),0.013157894736842105,0.375,0.013157894736842105,1.0,2.6666666666666665,1.0,0.008223684210526315,inf,0.6333333333333333,0.03508771929824561,1.0,0.5175438596491229
frozenset({'chocolate'}),frozenset({'yogurt'}),0.013157894736842105,0.05921052631578947,0.013157894736842105,1.0,16.88888888888889,1.0,0.012378808864265928,inf,0.9533333333333334,0.2222222222222222,1.0,0.6111111111111112
frozenset({'cleaning cloths'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'coffee'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'conditioner'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'cough drops'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'crackers'}),frozenset({'yogurt'}),0.013157894736842105,0.05921052631578947,0.013157894736842105,1.0,16.88888888888889,1.0,0.012378808864265928,inf,0.9533333333333334,0.2222222222222222,1.0,0.6111111111111112
frozenset({'croissants'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'detergent'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'extension cords'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'games'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'garbage bags'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'greeting cards'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'lentils'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'light bulbs'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'magazines'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'oil'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'oranges'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'pears'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'pet food'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'power strips'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'printer ink'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'rolls'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'salmon'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'tea'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'toothbrushes'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'toothpaste'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'toys'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'tuna'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'usb drives'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'vinegar'}),frozenset({'diapers'}),0.013157894736842105,0.5723684210526315,0.013157894736842105,1.0,1.7471264367816093,1.0,0.005626731301939058,inf,0.43333333333333335,0.022988505747126436,1.0,0.5114942528735632
frozenset({'flour'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'granola'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'keyboard'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'lamb'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'noodles'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'raspberries'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'ribbon'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'rice'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'shampoo'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'supplements'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'tape'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'tools'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'ziploc bags'}),frozenset({'eggs'}),0.013157894736842105,0.3618421052631579,0.013157894736842105,1.0,2.7636363636363637,1.0,0.008396814404432133,inf,0.6466666666666667,0.03636363636363636,1.0,0.5181818181818182
frozenset({'games'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'gift cards'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'glue'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'grape juice'}),frozenset({'juice'}),0.013157894736842105,0.07236842105263158,0.013157894736842105,1.0,13.818181818181818,1.0,0.01220567867036011,inf,0.9400000000000001,0.1818181818181818,1.0,0.5909090909090909
frozenset({'ice cream'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'iced tea'}),frozenset({'juice'}),0.013157894736842105,0.07236842105263158,0.013157894736842105,1.0,13.818181818181818,1.0,0.01220567867036011,inf,0.9400000000000001,0.1818181818181818,1.0,0.5909090909090909
frozenset({'lemonade'}),frozenset({'juice'}),0.013157894736842105,0.07236842105263158,0.013157894736842105,1.0,13.818181818181818,1.0,0.01220567867036011,inf,0.9400000000000001,0.1818181818181818,1.0,0.5909090909090909
frozenset({'pineapple juice'}),frozenset({'juice'}),0.013157894736842105,0.07236842105263158,0.013157894736842105,1.0,13.818181818181818,1.0,0.01220567867036011,inf,0.9400000000000001,0.1818181818181818,1.0,0.5909090909090909
frozenset({'smoothie'}),frozenset({'juice'}),0.013157894736842105,0.07236842105263158,0.013157894736842105,1.0,13.818181818181818,1.0,0.01220567867036011,inf,0.9400000000000001,0.1818181818181818,1.0,0.5909090909090909
frozenset({'tomato juice'}),frozenset({'juice'}),0.013157894736842105,0.07236842105263158,0.013157894736842105,1.0,13.818181818181818,1.0,0.01220567867036011,inf,0.9400000000000001,0.1818181818181818,1.0,0.5909090909090909
frozenset({'wine'}),frozenset({'juice'}),0.013157894736842105,0.07236842105263158,0.013157894736842105,1.0,13.818181818181818,1.0,0.01220567867036011,inf,0.9400000000000001,0.1818181818181818,1.0,0.5909090909090909
frozenset({'light bulbs'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'magazines'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'napkins'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'orange juice'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'pasta'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'pears'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'pepper'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'pet food'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'phone charger'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'potting soil'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'power strips'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'rolls'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'spaghetti'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'steak'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'strawberries'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'sunscreen'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'tea'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'tomato juice'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'toothbrushes'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'tortillas'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'tuna'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'usb drives'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'vinegar'}),frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'pie'}),frozenset({'yogurt'}),0.013157894736842105,0.05921052631578947,0.013157894736842105,1.0,16.88888888888889,1.0,0.012378808864265928,inf,0.9533333333333334,0.2222222222222222,1.0,0.6111111111111112
frozenset({'syrup'}),frozenset({'yogurt'}),0.013157894736842105,0.05921052631578947,0.013157894736842105,1.0,16.88888888888889,1.0,0.012378808864265928,inf,0.9533333333333334,0.2222222222222222,1.0,0.6111111111111112
frozenset({'waffles'}),frozenset({'yogurt'}),0.013157894736842105,0.05921052631578947,0.013157894736842105,1.0,16.88888888888889,1.0,0.012378808864265928,inf,0.9533333333333334,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'aluminum foil', 'bread'})",frozenset({'milk'}),0.013157894736842105,0.625,0.013157894736842105,1.0,1.6,1.0,0.004934210526315789,inf,0.38,0.021052631578947368,1.0,0.5105263157894737
frozenset({'aluminum foil'}),"frozenset({'bread', 'milk'})",0.013157894736842105,0.4605263157894737,0.013157894736842105,1.0,2.1714285714285713,1.0,0.007098337950138504,inf,0.5466666666666667,0.02857142857142857,1.0,0.5142857142857142
"frozenset({'diapers', 'apples'})",frozenset({'beer'}),0.013157894736842105,0.4605263157894737,0.013157894736842105,1.0,2.1714285714285713,1.0,0.007098337950138504,inf,0.5466666666666667,0.02857142857142857,1.0,0.5142857142857142
